10,131:0.032258063554763794 193:0.032258063554763794 532:0.032258063554763794 545:0.032258063554763794 668:0.032258063554763794 878:0.032258063554763794 1157:0.032258063554763794 1274:0.032258063554763794 1678:0.032258063554763794 1868:0.032258063554763794 1898:0.032258063554763794 1966:0.032258063554763794 2010:0.032258063554763794 2124:0.032258063554763794 2339:0.032258063554763794 2539:0.032258063554763794 2592:0.032258063554763794 2641:0.032258063554763794 2707:0.032258063554763794 2733:0.032258063554763794 2752:0.032258063554763794 3088:0.032258063554763794 3092:0.032258063554763794 3103:0.032258063554763794 3257:0.032258063554763794 3306:0.032258063554763794 3579:0.032258063554763794 3644:0.032258063554763794 3668:0.032258063554763794 3675:0.032258063554763794 3688:0.032258063554763794
11,16:0.02777777798473835 37:0.02777777798473835 65:0.02777777798473835 217:0.02777777798473835 250:0.02777777798473835 593:0.02777777798473835 601:0.02777777798473835 612:0.02777777798473835 637:0.02777777798473835 811:0.02777777798473835 1046:0.02777777798473835 1158:0.02777777798473835 1213:0.02777777798473835 1282:0.02777777798473835 1324:0.02777777798473835 1613:0.02777777798473835 1740:0.02777777798473835 1984:0.02777777798473835 2175:0.02777777798473835 2342:0.02777777798473835 2514:0.02777777798473835 2604:0.02777777798473835 2680:0.02777777798473835 2685:0.02777777798473835 2741:0.02777777798473835 2786:0.02777777798473835 2797:0.02777777798473835 2908:0.02777777798473835 3024:0.02777777798473835 3047:0.02777777798473835 3048:0.02777777798473835 3277:0.02777777798473835 3439:0.02777777798473835 3444:0.02777777798473835 3492:0.02777777798473835 3535:0.02777777798473835
12,32:0.027027027681469917 41:0.027027027681469917 42:0.027027027681469917 44:0.027027027681469917 102:0.027027027681469917 124:0.027027027681469917 166:0.027027027681469917 211:0.027027027681469917 222:0.027027027681469917 338:0.027027027681469917 396:0.027027027681469917 553:0.027027027681469917 654:0.027027027681469917 657:0.027027027681469917 855:0.027027027681469917 1157:0.027027027681469917 1255:0.027027027681469917 1274:0.027027027681469917 1831:0.027027027681469917 1868:0.027027027681469917 1968:0.027027027681469917 2041:0.027027027681469917 2049:0.027027027681469917 2146:0.027027027681469917 2377:0.027027027681469917 2531:0.027027027681469917 2568:0.027027027681469917 2741:0.027027027681469917 2783:0.027027027681469917 2856:0.027027027681469917 2952:0.027027027681469917 2963:0.027027027681469917 2985:0.027027027681469917 2987:0.027027027681469917 3257:0.027027027681469917 3481:0.027027027681469917 3680:0.027027027681469917
13,46:0.02777777798473835 102:0.02777777798473835 166:0.02777777798473835 270:0.02777777798473835 410:0.02777777798473835 418:0.02777777798473835 505:0.02777777798473835 507:0.02777777798473835 650:0.02777777798473835 729:0.02777777798473835 865:0.02777777798473835 1131:0.02777777798473835 1158:0.02777777798473835 1213:0.02777777798473835 1382:0.02777777798473835 1445:0.02777777798473835 1457:0.02777777798473835 1500:0.02777777798473835 1555:0.02777777798473835 1755:0.02777777798473835 1842:0.02777777798473835 1868:0.02777777798473835 2131:0.02777777798473835 2168:0.02777777798473835 2216:0.02777777798473835 2259:0.02777777798473835 2374:0.02777777798473835 2531:0.02777777798473835 2539:0.02777777798473835 2563:0.02777777798473835 2568:0.02777777798473835 2570:0.02777777798473835 2930:0.02777777798473835 2976:0.02777777798473835 3047:0.02777777798473835 3585:0.02777777798473835
14,396:0.05000000074505806 591:0.05000000074505806 629:0.05000000074505806 844:0.05000000074505806 876:0.05000000074505806 878:0.05000000074505806 1028:0.05000000074505806 1157:0.05000000074505806 1335:0.05000000074505806 1529:0.05000000074505806 1916:0.05000000074505806 2239:0.05000000074505806 2262:0.05000000074505806 2468:0.05000000074505806 2594:0.05000000074505806 2719:0.05000000074505806 2735:0.05000000074505806 2736:0.05000000074505806 2910:0.05000000074505806 3122:0.05000000074505806
15,21:0.027027027681469917 32:0.027027027681469917 122:0.027027027681469917 165:0.027027027681469917 168:0.027027027681469917 375:0.027027027681469917 535:0.027027027681469917 563:0.027027027681469917 615:0.027027027681469917 653:0.027027027681469917 699:0.027027027681469917 801:0.027027027681469917 949:0.027027027681469917 1191:0.027027027681469917 1555:0.027027027681469917 1652:0.027027027681469917 1689:0.027027027681469917 1842:0.027027027681469917 1987:0.027027027681469917 2030:0.027027027681469917 2216:0.027027027681469917 2306:0.027027027681469917 2570:0.027027027681469917 2701:0.027027027681469917 2733:0.027027027681469917 2752:0.027027027681469917 2798:0.027027027681469917 2868:0.027027027681469917 3098:0.027027027681469917 3228:0.027027027681469917 3249:0.027027027681469917 3410:0.027027027681469917 3447:0.027027027681469917 3472:0.027027027681469917 3499:0.027027027681469917 3639:0.027027027681469917 3665:0.027027027681469917
16,323:0.03030303120613098 370:0.03030303120613098 380:0.03030303120613098 644:0.03030303120613098 731:0.03030303120613098 812:0.03030303120613098 949:0.03030303120613098 950:0.03030303120613098 995:0.03030303120613098 1354:0.03030303120613098 1416:0.03030303120613098 1428:0.03030303120613098 1565:0.03030303120613098 1922:0.03030303120613098 2073:0.03030303120613098 2084:0.03030303120613098 2191:0.03030303120613098 2230:0.03030303120613098 2290:0.03030303120613098 2379:0.03030303120613098 2615:0.03030303120613098 2661:0.03030303120613098 2752:0.03030303120613098 2884:0.03030303120613098 3213:0.03030303120613098 3257:0.03030303120613098 3312:0.03030303120613098 3423:0.03030303120613098 3579:0.03030303120613098 3588:0.03030303120613098 3605:0.03030303120613098 3647:0.03030303120613098 3684:0.03030303120613098
17,0:0.027027027681469917 65:0.027027027681469917 125:0.027027027681469917 133:0.027027027681469917 168:0.027027027681469917 244:0.027027027681469917 247:0.027027027681469917 278:0.027027027681469917 600:0.027027027681469917 699:0.027027027681469917 729:0.027027027681469917 763:0.027027027681469917 1158:0.027027027681469917 1273:0.027027027681469917 1274:0.027027027681469917 1277:0.027027027681469917 1471:0.027027027681469917 1630:0.027027027681469917 1764:0.027027027681469917 1848:0.027027027681469917 2032:0.027027027681469917 2162:0.027027027681469917 2185:0.027027027681469917 2339:0.027027027681469917 2568:0.027027027681469917 2574:0.027027027681469917 2576:0.027027027681469917 2580:0.027027027681469917 2615:0.027027027681469917 2669:0.027027027681469917 2861:0.027027027681469917 2884:0.027027027681469917 2919:0.027027027681469917 3396:0.027027027681469917 3490:0.027027027681469917 3502:0.027027027681469917 3695:0.027027027681469917
18,3:0.03703703731298447 29:0.03703703731298447 65:0.03703703731298447 177:0.03703703731298447 360:0.03703703731298447 547:0.03703703731298447 698:0.03703703731298447 816:0.03703703731298447 900:0.03703703731298447 910:0.03703703731298447 1239:0.03703703731298447 1257:0.03703703731298447 1335:0.03703703731298447 1515:0.03703703731298447 2208:0.03703703731298447 2230:0.03703703731298447 2266:0.03703703731298447 2405:0.03703703731298447 2442:0.03703703731298447 2560:0.03703703731298447 2594:0.03703703731298447 2615:0.03703703731298447 2679:0.03703703731298447 2733:0.03703703731298447 3218:0.03703703731298447 3226:0.03703703731298447 3228:0.03703703731298447
19,35:0.03846153989434242 729:0.03846153989434242 816:0.03846153989434242 852:0.03846153989434242 881:0.03846153989434242 944:0.03846153989434242 995:0.03846153989434242 1018:0.03846153989434242 1076:0.03846153989434242 1093:0.03846153989434242 1110:0.03846153989434242 1260:0.03846153989434242 1578:0.03846153989434242 1797:0.03846153989434242 1984:0.03846153989434242 2111:0.03846153989434242 2239:0.03846153989434242 2436:0.03846153989434242 2531:0.03846153989434242 2541:0.03846153989434242 2721:0.03846153989434242 2822:0.03846153989434242 2919:0.03846153989434242 3238:0.03846153989434242 3447:0.03846153989434242 3587:0.03846153989434242
20,65:0.02857142873108387 75:0.02857142873108387 200:0.02857142873108387 280:0.02857142873108387 286:0.02857142873108387 510:0.02857142873108387 578:0.02857142873108387 600:0.02857142873108387 672:0.02857142873108387 1150:0.02857142873108387 1187:0.02857142873108387 1312:0.02857142873108387 1577:0.02857142873108387 1613:0.02857142873108387 1642:0.02857142873108387 1659:0.02857142873108387 1738:0.02857142873108387 1868:0.02857142873108387 1968:0.02857142873108387 2215:0.02857142873108387 2338:0.02857142873108387 2343:0.02857142873108387 2374:0.02857142873108387 2406:0.02857142873108387 2565:0.02857142873108387 2570:0.02857142873108387 2604:0.02857142873108387 2676:0.02857142873108387 2686:0.02857142873108387 2715:0.02857142873108387 2741:0.02857142873108387 2756:0.02857142873108387 2763:0.02857142873108387 2977:0.02857142873108387 3160:0.02857142873108387
21,27:0.03125 236:0.03125 387:0.03125 394:0.03125 544:0.03125 546:0.03125 729:0.03125 779:0.03125 805:0.03125 844:0.03125 998:0.03125 1011:0.03125 1312:0.03125 1379:0.03125 1386:0.03125 1471:0.03125 1718:0.03125 1830:0.03125 2171:0.03125 2615:0.03125 2741:0.03125 2935:0.03125 2977:0.03125 3016:0.03125 3153:0.03125 3163:0.03125 3230:0.03125 3243:0.03125 3254:0.03125 3401:0.03125 3502:0.03125 3535:0.03125
22,32:0.032258063554763794 104:0.032258063554763794 173:0.032258063554763794 257:0.032258063554763794 402:0.032258063554763794 472:0.032258063554763794 831:0.032258063554763794 859:0.032258063554763794 973:0.032258063554763794 1011:0.032258063554763794 1017:0.032258063554763794 1443:0.032258063554763794 1620:0.032258063554763794 1932:0.032258063554763794 2024:0.032258063554763794 2102:0.032258063554763794 2128:0.032258063554763794 2174:0.032258063554763794 2352:0.032258063554763794 2374:0.032258063554763794 2412:0.032258063554763794 2470:0.032258063554763794 2510:0.032258063554763794 2541:0.032258063554763794 2565:0.032258063554763794 2680:0.032258063554763794 2805:0.032258063554763794 3403:0.032258063554763794 3525:0.032258063554763794 3527:0.032258063554763794 3535:0.032258063554763794
23,28:0.03448275849223137 37:0.03448275849223137 211:0.03448275849223137 286:0.03448275849223137 373:0.03448275849223137 380:0.03448275849223137 387:0.03448275849223137 510:0.03448275849223137 511:0.03448275849223137 729:0.03448275849223137 878:0.03448275849223137 1097:0.03448275849223137 1899:0.03448275849223137 1935:0.03448275849223137 2111:0.03448275849223137 2143:0.03448275849223137 2405:0.03448275849223137 2531:0.03448275849223137 2615:0.03448275849223137 2739:0.03448275849223137 2818:0.03448275849223137 2920:0.03448275849223137 2935:0.03448275849223137 3030:0.03448275849223137 3271:0.03448275849223137 3323:0.03448275849223137 3327:0.03448275849223137 3472:0.03448275849223137 3579:0.03448275849223137
24,169:0.03999999910593033 230:0.03999999910593033 236:0.03999999910593033 487:0.03999999910593033 637:0.03999999910593033 714:0.03999999910593033 808:0.03999999910593033 865:0.03999999910593033 873:0.03999999910593033 876:0.03999999910593033 981:0.03999999910593033 1011:0.03999999910593033 1641:0.03999999910593033 2139:0.03999999910593033 2298:0.03999999910593033 2446:0.03999999910593033 2489:0.03999999910593033 2570:0.03999999910593033 2680:0.03999999910593033 3126:0.03999999910593033 3163:0.03999999910593033 3228:0.03999999910593033 3344:0.03999999910593033 3472:0.03999999910593033 3640:0.03999999910593033
25,75:0.03448275849223137 510:0.03448275849223137 511:0.03448275849223137 554:0.03448275849223137 729:0.03448275849223137 816:0.03448275849223137 840:0.03448275849223137 1060:0.03448275849223137 1082:0.03448275849223137 1673:0.03448275849223137 1831:0.03448275849223137 1846:0.03448275849223137 1909:0.03448275849223137 1948:0.03448275849223137 1989:0.03448275849223137 2013:0.03448275849223137 2024:0.03448275849223137 2123:0.03448275849223137 2254:0.03448275849223137 2290:0.03448275849223137 2397:0.03448275849223137 2429:0.03448275849223137 2561:0.03448275849223137 2656:0.03448275849223137 2736:0.03448275849223137 2787:0.03448275849223137 3122:0.03448275849223137 3308:0.03448275849223137 3454:0.03448275849223137
26,65:0.027027027681469917 142:0.027027027681469917 469:0.027027027681469917 701:0.027027027681469917 752:0.027027027681469917 821:0.027027027681469917 1011:0.027027027681469917 1073:0.027027027681469917 1239:0.027027027681469917 1442:0.027027027681469917 1565:0.027027027681469917 1613:0.027027027681469917 1620:0.027027027681469917 1682:0.027027027681469917 1702:0.027027027681469917 1868:0.027027027681469917 1903:0.027027027681469917 1982:0.027027027681469917 2420:0.027027027681469917 2538:0.027027027681469917 2563:0.027027027681469917 2565:0.027027027681469917 2584:0.027027027681469917 2604:0.027027027681469917 2615:0.027027027681469917 2849:0.027027027681469917 2970:0.027027027681469917 3019:0.027027027681469917 3120:0.027027027681469917 3123:0.027027027681469917 3124:0.027027027681469917 3142:0.027027027681469917 3163:0.027027027681469917 3288:0.027027027681469917 3429:0.027027027681469917 3541:0.027027027681469917 3644:0.027027027681469917
27,32:0.032258063554763794 46:0.032258063554763794 328:0.032258063554763794 519:0.032258063554763794 669:0.032258063554763794 670:0.032258063554763794 865:0.032258063554763794 879:0.032258063554763794 900:0.032258063554763794 995:0.032258063554763794 1155:0.032258063554763794 1266:0.032258063554763794 1566:0.032258063554763794 1868:0.032258063554763794 1909:0.032258063554763794 1968:0.032258063554763794 2072:0.032258063554763794 2372:0.032258063554763794 2382:0.032258063554763794 2570:0.032258063554763794 2641:0.032258063554763794 2851:0.032258063554763794 2884:0.032258063554763794 2895:0.032258063554763794 3067:0.032258063554763794 3136:0.032258063554763794 3313:0.032258063554763794 3400:0.032258063554763794 3447:0.032258063554763794 3472:0.032258063554763794 3564:0.032258063554763794
28,36:0.032258063554763794 46:0.032258063554763794 65:0.032258063554763794 215:0.032258063554763794 261:0.032258063554763794 565:0.032258063554763794 1162:0.032258063554763794 1508:0.032258063554763794 1613:0.032258063554763794 1641:0.032258063554763794 1662:0.032258063554763794 1797:0.032258063554763794 1842:0.032258063554763794 1988:0.032258063554763794 2025:0.032258063554763794 2399:0.032258063554763794 2456:0.032258063554763794 2521:0.032258063554763794 2597:0.032258063554763794 2618:0.032258063554763794 2641:0.032258063554763794 2902:0.032258063554763794 3016:0.032258063554763794 3050:0.032258063554763794 3163:0.032258063554763794 3268:0.032258063554763794 3272:0.032258063554763794 3287:0.032258063554763794 3411:0.032258063554763794 3447:0.032258063554763794 3669:0.032258063554763794
29,131:0.02631578966975212 578:0.02631578966975212 625:0.02631578966975212 627:0.02631578966975212 731:0.02631578966975212 878:0.02631578966975212 947:0.02631578966975212 1093:0.02631578966975212 1512:0.02631578966975212 1541:0.02631578966975212 1624:0.02631578966975212 1635:0.02631578966975212 1857:0.02631578966975212 1912:0.02631578966975212 1920:0.02631578966975212 1921:0.02631578966975212 2182:0.02631578966975212 2199:0.02631578966975212 2239:0.02631578966975212 2364:0.02631578966975212 2392:0.02631578966975212 2486:0.02631578966975212 2563:0.02631578966975212 2578:0.02631578966975212 2621:0.02631578966975212 2733:0.02631578966975212 2741:0.02631578966975212 2752:0.02631578966975212 2756:0.02631578966975212 3089:0.02631578966975212 3257:0.02631578966975212 3288:0.02631578966975212 3425:0.02631578966975212 3525:0.02631578966975212 3579:0.02631578966975212 3605:0.02631578966975212 3640:0.02631578966975212 3647:0.02631578966975212
30,18:0.0357142873108387 22:0.0357142873108387 481:0.0357142873108387 510:0.0357142873108387 511:0.0357142873108387 563:0.0357142873108387 729:0.0357142873108387 878:0.0357142873108387 1069:0.0357142873108387 1150:0.0357142873108387 1508:0.0357142873108387 1531:0.0357142873108387 1565:0.0357142873108387 1624:0.0357142873108387 1641:0.0357142873108387 1644:0.0357142873108387 1662:0.0357142873108387 2111:0.0357142873108387 2143:0.0357142873108387 2429:0.0357142873108387 2548:0.0357142873108387 2580:0.0357142873108387 2594:0.0357142873108387 2674:0.0357142873108387 2872:0.0357142873108387 2927:0.0357142873108387 3605:0.0357142873108387 3640:0.0357142873108387
31,18:0.0555555559694767 380:0.0555555559694767 600:0.0555555559694767 881:0.0555555559694767 995:0.0555555559694767 1734:0.0555555559694767 1771:0.0555555559694767 1819:0.0555555559694767 1827:0.0555555559694767 1830:0.0555555559694767 2085:0.0555555559694767 2539:0.0555555559694767 2618:0.0555555559694767 2847:0.0555555559694767 2884:0.0555555559694767 2927:0.0555555559694767 3047:0.0555555559694767 3579:0.0555555559694767
32,38:0.03703703731298447 54:0.03703703731298447 82:0.03703703731298447 169:0.03703703731298447 298:0.03703703731298447 396:0.03703703731298447 554:0.03703703731298447 645:0.03703703731298447 752:0.03703703731298447 805:0.03703703731298447 848:0.03703703731298447 1171:0.03703703731298447 1213:0.03703703731298447 1287:0.03703703731298447 1588:0.03703703731298447 1868:0.03703703731298447 1976:0.03703703731298447 2183:0.03703703731298447 2186:0.03703703731298447 2486:0.03703703731298447 2518:0.03703703731298447 2675:0.03703703731298447 2676:0.03703703731298447 3044:0.03703703731298447 3359:0.03703703731298447 3587:0.03703703731298447 3659:0.03703703731298447
33,19:0.029411764815449715 95:0.029411764815449715 168:0.029411764815449715 169:0.029411764815449715 175:0.029411764815449715 245:0.029411764815449715 462:0.029411764815449715 532:0.029411764815449715 550:0.029411764815449715 598:0.029411764815449715 601:0.029411764815449715 833:0.029411764815449715 893:0.029411764815449715 1102:0.029411764815449715 1290:0.029411764815449715 1347:0.029411764815449715 1379:0.029411764815449715 1623:0.029411764815449715 1904:0.029411764815449715 1987:0.029411764815449715 2139:0.029411764815449715 2143:0.029411764815449715 2280:0.029411764815449715 2529:0.029411764815449715 2594:0.029411764815449715 2615:0.029411764815449715 2691:0.029411764815449715 2721:0.029411764815449715 2897:0.029411764815449715 3092:0.029411764815449715 3288:0.029411764815449715 3599:0.029411764815449715 3605:0.029411764815449715 3668:0.029411764815449715
34,18:0.03030303120613098 82:0.03030303120613098 177:0.03030303120613098 179:0.03030303120613098 249:0.03030303120613098 698:0.03030303120613098 749:0.03030303120613098 816:0.03030303120613098 995:0.03030303120613098 1073:0.03030303120613098 1239:0.03030303120613098 1261:0.03030303120613098 1274:0.03030303120613098 1445:0.03030303120613098 1589:0.03030303120613098 1842:0.03030303120613098 2172:0.03030303120613098 2216:0.03030303120613098 2298:0.03030303120613098 2570:0.03030303120613098 2604:0.03030303120613098 2741:0.03030303120613098 2756:0.03030303120613098 2945:0.03030303120613098 3016:0.03030303120613098 3257:0.03030303120613098 3260:0.03030303120613098 3403:0.03030303120613098 3515:0.03030303120613098 3605:0.03030303120613098 3612:0.03030303120613098 3640:0.03030303120613098 3671:0.03030303120613098
35,22:0.03333333507180214 93:0.03333333507180214 168:0.03333333507180214 286:0.03333333507180214 466:0.03333333507180214 729:0.03333333507180214 762:0.03333333507180214 934:0.03333333507180214 1059:0.03333333507180214 1060:0.03333333507180214 1198:0.03333333507180214 1312:0.03333333507180214 1423:0.03333333507180214 1546:0.03333333507180214 1577:0.03333333507180214 1699:0.03333333507180214 1730:0.03333333507180214 2071:0.03333333507180214 2111:0.03333333507180214 2388:0.03333333507180214 2399:0.03333333507180214 2436:0.03333333507180214 2576:0.03333333507180214 2618:0.03333333507180214 2625:0.03333333507180214 2735:0.03333333507180214 2741:0.03333333507180214 3257:0.03333333507180214 3346:0.03333333507180214 3469:0.03333333507180214
36,11:0.03846153989434242 65:0.03846153989434242 169:0.03846153989434242 237:0.03846153989434242 409:0.03846153989434242 484:0.03846153989434242 575:0.03846153989434242 1120:0.03846153989434242 1240:0.03846153989434242 1488:0.03846153989434242 1546:0.03846153989434242 1976:0.03846153989434242 2093:0.03846153989434242 2139:0.03846153989434242 2238:0.03846153989434242 2388:0.03846153989434242 2395:0.03846153989434242 2436:0.03846153989434242 2495:0.03846153989434242 2539:0.03846153989434242 2563:0.03846153989434242 2735:0.03846153989434242 3088:0.03846153989434242 3325:0.03846153989434242 3340:0.03846153989434242 3389:0.03846153989434242
37,38:0.03846153989434242 462:0.03846153989434242 553:0.03846153989434242 565:0.03846153989434242 629:0.03846153989434242 643:0.03846153989434242 684:0.03846153989434242 855:0.03846153989434242 862:0.03846153989434242 945:0.03846153989434242 1274:0.03846153989434242 1545:0.03846153989434242 1868:0.03846153989434242 1994:0.03846153989434242 2385:0.03846153989434242 2512:0.03846153989434242 2519:0.03846153989434242 2614:0.03846153989434242 2631:0.03846153989434242 2718:0.03846153989434242 2791:0.03846153989434242 3136:0.03846153989434242 3163:0.03846153989434242 3232:0.03846153989434242 3330:0.03846153989434242 3640:0.03846153989434242
